X,Y,PHI,IR1,LDR1,IR2,LDR2,IR3,LDR3,IR4,LDR4,IR5,LDR5,IR6,LDR6,IR7,LDR7,IR8,LDR8
138.7,138.5,0,2.1,273.1,2.2,284.1,2.1,205.6,37.5,83.6,2.1,52.7,3.6,63.6,64.8,82.9,6.7,237.8
138.7,138.5,22.5,2.1,268.7,2,266.2,2,103.3,38,70.8,1.3,49,51,74.3,14.3,99.7,24.3,265.3
138.7,138.5,45,2,272.8,2.5,244.4,2.3,74.6,54.2,52.6,11.3,54.3,30.7,83.1,14.4,221.6,15.8,282.4
138.7,138.5,67.5,2.4,261.6,2.2,109,17.4,58.3,83.3,48.4,69.3,63.8,2.2,120.5,10.6,253.8,40.3,293.7
138.7,138.5,90,3.1,224.2,2.5,74.2,2,49.5,1.8,53.1,2.1,79.1,2.6,237.6,10.8,280.1,49.1,284.4
138.7,138.5,112.5,2.4,108.2,2.1,58.4,1.6,48,3.2,63.2,2,95.8,2.3,271.4,6.1,284.6,36.3,258.5
138.7,138.5,135,2.2,75.9,2.5,39.2,4.9,51,16.7,77.9,2.1,202.4,2,286.1,39,275.5,3.3,222.5
138.7,138.5,157.5,41.2,63.3,41.7,38.3,54.3,63.6,37.8,101.7,1.9,241.9,2.5,281.6,34.4,261.1,2.5,100.5
138.7,138.5,180,3.7,50.8,9.3,42.6,4.9,79.8,2,217.3,2,270.2,6.1,283.8,38.8,230.7,12.2,75.8
138.7,138.5,202.5,2.4,45.8,2.1,50.2,2.3,99.6,26.2,253.7,2,282.3,8.7,272.9,1.7,117.7,57,50.3
138.7,138.5,225,2.2,47.7,5.2,65.6,2.4,223.5,26.1,275.6,2,278.2,2.6,232.2,11,84.6,81.2,39
138.7,138.5,247.5,21,57.7,2.3,88.1,2.2,252.3,1.5,288.2,9.6,259,2.1,109.7,34.6,67.2,49.1,34.2
138.7,138.5,270,7.3,74.1,2.6,223.6,2.3,270.1,2.2,273.1,1.6,212.5,1.5,92.7,26.5,57.7,44.4,34.2
138.7,138.5,292.5,2.8,90.6,2.2,257.6,2.7,275.4,12.4,269.7,2,110.6,26.7,81.5,1.5,58.1,69.2,53.3
138.7,138.5,315,2.2,208.6,2.7,286.8,2.2,270,1.9,235.4,1.8,86,2.3,66.5,26.5,57.1,28.5,65.4
138.7,138.5,337.5,2.3,249.7,2.5,280.9,4.8,253.7,29.8,116,4.8,64,2.5,55,55.2,55.6,4.9,91
138.7,168.5,0,2.4,247.3,1.9,263.3,2.4,199,38.3,62.3,2,38.6,88.5,40.1,85.4,58,1.7,202.9
138.7,168.5,22.5,2.7,250.1,2.4,251.4,2,91.9,45.9,50,14.9,35.9,92.5,59.2,2.3,82.6,1.9,233
138.7,168.5,45,2.7,254.8,2.8,224.1,2.2,61,26.1,37,98.7,31.3,92.6,68,2.2,189,1.9,259.7
138.7,168.5,67.5,2.3,232.2,2.5,92.3,3.4,48.2,42.3,30.5,94.8,46.3,2.1,80,2.4,229.5,2,257.3
138.7,168.5,90,2.4,215,5.1,50.4,2.3,33.7,37.6,31,90.9,64.9,2,202.4,2.1,248.8,1.9,268.6
138.7,168.5,112.5,86.8,76.2,24.4,38.2,2.3,29.4,83.6,36.5,2.1,71,2.7,233.7,2.4,257.2,4.8,251.7
138.7,168.5,135,127.7,55.4,123.9,20.4,88,35.2,78.8,62,1.6,173.8,2.2,261.1,2.1,253.6,2.1,208.1
138.7,168.5,157.5,45.2,45.7,2.3,25.3,100.3,45.4,45.8,71.2,2.4,219.4,2.4,257.3,1.8,238.8,2.2,80.7
138.7,168.5,180,13.4,35.3,69.8,21.4,100.3,58.9,25.5,194.3,1.6,241.6,1.8,261.6,2.1,210.6,20.5,39.8
138.7,168.5,202.5,2.6,31.1,81.8,32.8,1.6,78.3,29.8,227.7,2,256.6,2.4,250.1,2,90.8,12,32.4
138.7,168.5,225,61.3,31.2,2.5,46.1,2.7,196.5,38.2,254.2,2.2,244.3,2.4,216.7,1.7,69.2,69.8,16.6
138.7,168.5,247.5,46,43.9,2.6,58.6,2,232.5,2.2,259.7,2.2,228.7,2,96.6,8.9,47.6,12.3,14.6
138.7,168.5,270,1.9,60.4,1.9,178.6,2.6,247.9,9.2,257.7,2.2,199.3,2.7,65.8,2.2,40,73.5,10.5
138.7,168.5,292.5,2,68.3,2.3,236.3,2.2,241.2,21.7,245.6,2,93.7,8.6,61.3,2.4,40.8,94.6,27.9
138.7,168.5,315,2.4,190.2,2.4,243.8,2.2,242.6,2.2,231.2,2.9,61.8,2.8,43.8,64.5,41.3,103.3,36
138.7,168.5,337.5,115.7,223.1,2.7,258.8,2.2,232.2,37.9,93.3,15.1,49,2.1,40.6,73.1,51.1,2.2,67.6
138.7,198.5,0,2,225.8,5.1,243,2.1,187.6,50.1,81,1.5,35.1,127.9,47.6,138.7,66.8,2.4,177.4
138.7,198.5,22.5,65.4,232.3,2.4,226.7,2.1,95.8,53.8,57.6,98.2,37.2,143.2,59.9,101.4,79,1.8,220.3
138.7,198.5,45,2.9,226.3,2,207.5,2.1,65.7,37.8,35.3,135.6,32.9,147.5,63.9,3,177.8,1.9,233.3
138.7,198.5,67.5,2,221.2,2.4,107.7,17.6,53,66.4,28.4,160.3,44.5,120.6,82.7,2.5,215.3,2.3,243.2
138.7,198.5,90,1.9,197.2,7,81.3,1.5,38.1,119.6,30.6,160.5,50.9,2.3,184.4,2.1,225.4,1.9,237.5
138.7,198.5,112.5,2.4,100.9,4.9,51.9,62.4,32.5,132.2,37.6,123.7,70.2,2.2,227.5,1.8,237.9,1.7,225.3
138.7,198.5,135,143.8,73.4,2.4,27.5,132.9,35.2,135.6,63,2,157.9,2.4,239.6,2.3,233.5,2.7,204.4
138.7,198.5,157.5,13.2,61,2,26,151.8,46.6,115.9,78.4,2,198.5,3.1,241.5,1.6,228.4,2.6,104.1
138.7,198.5,180,2.8,37.3,120.2,21,147.9,56.7,2,172.6,1.9,217.6,2.5,246.3,1.9,211.9,2.3,82
138.7,198.5,202.5,40.6,30.5,139.7,41.1,120.7,74.6,29.9,211.1,2,233.2,2.5,239.9,2.2,113.4,60.9,41.4
138.7,198.5,225,129.1,33.9,143.1,58.4,2.5,168.9,42,237.6,2,237.3,1.9,207.6,2.3,88.3,2.2,29.3
138.7,198.5,247.5,135.5,47.1,148.5,68,2.3,210.2,1.6,248.8,2.1,221,2.5,120.2,18.3,70.8,106.4,16.6
138.7,198.5,270,82.7,62.5,2.4,161.8,1.5,219.5,2,245.8,1.9,203.2,2.5,92.8,2.9,47.3,130.9,28
138.7,198.5,292.5,115.3,75.8,91.2,211.8,2.2,239.5,4.9,231.6,1.5,114.5,31.1,73.9,80.9,47.9,143.2,45
138.7,198.5,315,2.8,162.1,2.6,235.4,2.3,226,1.9,214.6,1.9,92.2,2,60.3,114.1,57,139.4,56
138.7,198.5,337.5,2.1,210.8,2.4,243.9,2.3,216.9,3.3,124.8,40.2,67.3,80.5,54.2,130.4,55.5,131,70.9
138.7,228.5,0,2.2,226,5.4,242.3,2,176.1,52.5,76.9,18.6,33.9,162.9,42.8,178.7,58.9,21.8,161.7
138.7,228.5,22.5,61.1,230.3,2.2,225.6,2.1,95.9,53.9,58.1,121.8,34.5,182.6,59.4,126.5,80.9,2,218.3
138.7,228.5,45,4.6,203.6,1.8,187.3,2.1,70.5,44.9,30,172.4,32.5,182.2,64.7,19.8,177,1.8,209.5
138.7,228.5,67.5,2.2,219.7,2.3,109,17.2,51.2,87.8,27.2,203.6,39.8,144.3,73.3,2.3,211.6,2.3,221.6
138.7,228.5,90,1.9,207.1,7,77.7,11.9,38.2,151.2,33.1,198.2,53.7,20,182.2,2.3,222,1.6,238.9
138.7,228.5,112.5,2.2,90.3,6.7,46.3,86.3,27.5,175.1,37.3,150.8,75.6,2.1,223,2,236,1.4,225.7
138.7,228.5,135,129.7,68.9,15.8,22.3,166.5,31.5,173.1,56.3,20.4,143.6,2.4,240.1,2.2,231.7,2.3,201
138.7,228.5,157.5,12.1,62.6,31,25.4,192.4,46.1,138.7,74,2,197.5,2.3,234.1,1.5,220.2,2.1,94.9
138.7,228.5,180,12.9,35.9,155.2,21,185.4,56.5,17.7,165.2,1.7,220.6,2,253,1.6,206.8,2.1,72.6
138.7,228.5,202.5,68.5,30.5,186.9,35.7,147.3,68,28.6,211.5,1.9,233.9,2.4,235.7,2.2,110,64.6,41.1
138.7,228.5,225,165.4,32.8,181.1,53.6,21.1,151.3,40.3,235.5,2.1,235.1,1.7,186.4,3.5,79.3,18.4,25.2
138.7,228.5,247.5,178.2,46.4,168.5,65.1,2.4,207.9,1.8,246.1,1.7,200.8,3.5,108,19,63.4,129.8,16.5
138.7,228.5,270,127,59.2,19.4,145.7,3,204.5,3.1,238.8,1.8,201.5,2.5,90.9,15.3,44,165.7,25.6
138.7,228.5,292.5,141.6,75.5,82.3,212.5,2.1,227.5,4.5,209.7,1.5,105.7,30.4,74.7,100.6,44.6,186.4,43.1
138.7,228.5,315,21.3,144.9,2.5,213,2,226.9,2.7,212.2,2,91.5,13.8,57.3,149.3,53.1,179,51.1
138.7,228.5,337.5,2.1,208.9,2.5,241.9,2.1,195.6,3.5,111.3,37.7,62.7,105.6,46.9,180.3,51.8,157.8,65.1
168.7,18.5,0,2.5,404.9,380.6,396.3,439.4,140.7,164.5,166.9,1.2,2.5,8.7,86,6.8,171,5.685714286,396.7
168.7,18.5,22.5,237.4,401.4,458.2,138.6,350.8,76.3,3.4,144.1,1,157.3,2.2,243.5,1.8,301,2.657142857,426.3
168.7,18.5,45,369.5,326.4,428.2,153.2,176.5,161.9,2.2,172.5,0.3,14.9,1.4,22.2,2.8,350.6,1.728571429,418.7
168.7,18.5,67.5,456.8,274.9,299.7,156.3,2.1,164.1,2,178.9,1.6,195.5,1.9,319.5,1.7,403.4,2.828571429,407.7
168.7,18.5,90,433.2,135.5,167.8,158.7,0.2,15.2,1.1,6.1,1.6,76,2,398.3,85.2,401.5,1.985714286,356
168.7,18.5,112.5,308.2,154,9.1,163.5,2.1,164.5,2.2,207.2,1.8,300.5,2.6,408.6,232.1,392.3,2.728571429,291.8
168.7,18.5,135,181.5,156.8,2.2,169.3,2.2,177.6,2.3,246.9,1.8,372.1,100.4,414.1,363.3,315.4,1.728571429,150.6
168.7,18.5,157.5,2.3,155.3,2.2,167.6,2,199,0.4,120,2.1,409,240.2,409.7,451.2,276.2,1.614285714,157.2
168.7,18.5,180,2,159.7,2.3,182.7,2.4,229.3,2.2,386.3,128,409.8,363.1,69.1,440.7,50.2,3.942857143,217.2
168.7,18.5,202.5,1.7,167.2,2.1,193.7,2.1,310.9,26.1,417.5,264.6,393.9,438.9,230.2,300.6,144,174.8,1.4
168.7,18.5,225,2.4,197.4,3.2,245.6,2.1,353.2,70.2,419.6,402.7,304.6,415.3,150.8,166.9,153.8,316.6857143,162.4
168.7,18.5,247.5,2,192.3,2.3,340.1,2.2,397,220.3,406.4,488.3,261.8,296,163.1,3.8,159.2,436.3571429,169.5
168.7,18.5,270,2.1,239.4,2.2,404.4,87.7,385.3,377,348.5,465.2,42,176.6,85.5,1.9,192.4,456.9428571,182
168.7,18.5,292.5,1.8,334,2.1,412,232.4,384.8,431,300.4,310.5,158,2.2,166.5,2,163.4,374.4571429,199
168.7,18.5,315,5.5,386.9,127.6,420.5,361.7,302.6,412.9,155.8,167.5,165.5,2.1,170.9,2.1,173.6,244.1142857,261.7
168.7,18.5,337.5,3,407.9,271.1,409.5,451.8,241.6,299,36,8.9,148.9,2.4,186.8,2,204.2,85.42857143,349.6
168.7,48.5,0,83.1,388.2,115.7,392.1,140.5,249.9,2.2,159.5,1.6,126,1.8,137.8,1.9,163.9,2.1,357.4
168.7,48.5,22.5,149.8,376,144.3,370.5,132.6,172.2,1.9,147,2.1,119.4,2,152.8,2.1,246.4,9.2,374.5
168.7,48.5,45,115.1,362.7,137.1,310.4,2.2,156.1,2.4,131.6,1.8,126.2,2.4,174.7,1.9,336.1,7.585714286,393.1
168.7,48.5,67.5,136.4,309.9,119.8,177.5,2.7,138.6,2.3,124.3,1.5,148.3,2.1,253.1,1.9,357.4,2.685714286,406.2
168.7,48.5,90,136,281.6,4.8,158.9,2.1,128.3,1.8,134.3,1.7,162.5,1.5,349.9,2.3,378.4,21.21428571,384.6
168.7,48.5,112.5,91.4,163.3,10.1,140.3,2.7,122.8,2.2,151.2,1.9,237.6,2.3,374.5,81.3,383.2,12.14285714,367.3
168.7,48.5,135,2.2,143.2,7.5,124.6,2.1,130.1,2.5,171.9,1.6,319.4,2.5,393.8,111.1,370.9,5.428571429,297.1
168.7,48.5,157.5,2.7,129.7,25.4,120.8,2.2,145.6,1.6,237.3,1.9,362.4,89.1,395.5,134.5,344.1,3.157142857,167.7
168.7,48.5,180,3.9,125.5,73.8,127.7,1.9,167.3,1.6,335.4,1.9,385.6,128.6,378.3,130.7,279.7,6.5,149.2
168.7,48.5,202.5,1.7,120.4,136.1,141.3,2.3,232.8,1.8,377.9,98.7,389,139.3,346,113.8,166.2,2.485714286,131.9
168.7,48.5,225,2,126.2,6.9,162.6,2.4,336.4,1.7,388.8,131.9,367.9,139.7,271.8,1.9,153.3,120.0571429,120.1
168.7,48.5,247.5,1.9,139,2.2,252.5,2.2,354.1,83.4,391.2,155.7,350.2,128.7,182.1,1.8,134.6,136.1428571,115.9
168.7,48.5,270,1.5,166.1,50.1,334.5,2.1,376.5,120.1,387.1,147.8,267.4,2,156.3,2.5,125.9,141.0714286,124.4
168.7,48.5,292.5,40.9,245.8,2.7,385.2,84,373.2,136.1,352.8,123.5,170.7,2.1,147.1,2.1,124.3,121.9,136.6
168.7,48.5,315,5.3,328.4,2.5,396.6,136.7,372.1,127.7,295.3,1.2,156.3,2,128.4,2.1,130.2,82.05714286,166.6
168.7,48.5,337.5,1.9,360.8,95.8,405.7,152.5,336.9,112,180.6,4.9,135.9,3,130.5,1.5,148.3,16.52857143,254
168.7,78.5,0,83.1,388.2,115.7,392.1,140.5,249.9,2.2,159.5,1.6,126,1.8,137.8,1.9,163.9,2.1,357.4
168.7,78.5,22.5,149.8,376,144.3,370.5,132.6,172.2,1.9,147,2.1,119.4,2,152.8,2.1,246.4,9.2,374.5
168.7,78.5,45,115.1,362.7,137.1,310.4,2.2,156.1,2.4,131.6,1.8,126.2,2.4,174.7,1.9,336.1,7.585714286,393.1
168.7,78.5,67.5,136.4,309.9,119.8,177.5,2.7,138.6,2.3,124.3,1.5,148.3,2.1,253.1,1.9,357.4,2.685714286,406.2
168.7,78.5,90,136,281.6,4.8,158.9,2.1,128.3,1.8,134.3,1.7,162.5,1.5,349.9,2.3,378.4,21.21428571,384.6
168.7,78.5,112.5,91.4,163.3,10.1,140.3,2.7,122.8,2.2,151.2,1.9,237.6,2.3,374.5,81.3,383.2,12.14285714,367.3
168.7,78.5,135,2.2,143.2,7.5,124.6,2.1,130.1,2.5,171.9,1.6,319.4,2.5,393.8,111.1,370.9,5.428571429,297.1
168.7,78.5,157.5,2.7,129.7,25.4,120.8,2.2,145.6,1.6,237.3,1.9,362.4,89.1,395.5,134.5,344.1,3.157142857,167.7
168.7,78.5,180,3.9,125.5,73.8,127.7,1.9,167.3,1.6,335.4,1.9,385.6,128.6,378.3,130.7,279.7,6.5,149.2
168.7,78.5,202.5,1.7,120.4,136.1,141.3,2.3,232.8,1.8,377.9,98.7,389,139.3,346,113.8,166.2,2.485714286,131.9
168.7,78.5,225,2,126.2,6.9,162.6,2.4,336.4,1.7,388.8,131.9,367.9,139.7,271.8,1.9,153.3,120.0571429,120.1
168.7,78.5,247.5,1.9,139,2.2,252.5,2.2,354.1,83.4,391.2,155.7,350.2,128.7,182.1,1.8,134.6,136.1428571,115.9
168.7,78.5,270,1.5,166.1,50.1,334.5,2.1,376.5,120.1,387.1,147.8,267.4,2,156.3,2.5,125.9,141.0714286,124.4
168.7,78.5,292.5,40.9,245.8,2.7,385.2,84,373.2,136.1,352.8,123.5,170.7,2.1,147.1,2.1,124.3,121.9,136.6
168.7,78.5,315,5.3,328.4,2.5,396.6,136.7,372.1,127.7,295.3,1.2,156.3,2,128.4,2.1,130.2,82.05714286,166.6
168.7,78.5,337.5,1.9,360.8,95.8,405.7,152.5,336.9,112,180.6,4.9,135.9,3,130.5,1.5,148.3,16.52857143,254
168.7,108.5,0,2.9,299.8,1.8,323.8,14,273.8,26,132.3,1.7,83.5,2.2,83.6,2.1,95.4,2,199.9
168.7,108.5,22.5,2.1,316.4,49.4,312.4,1.9,171.6,29.6,103.9,1.8,73,2.4,88.2,2.3,122.9,20.1,297.8
168.7,108.5,45,2.1,304.5,135.9,294,1.7,121,38.2,95.5,2.1,79.3,2.1,108.4,2.2,233.9,69,311.1
168.7,108.5,67.5,2.8,303.8,2.3,220.5,3.2,101.9,88,84.4,2.1,93.2,1.7,125.6,2.3,289.5,32.7,337.6
168.7,108.5,90,2,285.1,2.2,126.3,1.9,83.6,1.8,73.9,1.7,95.5,2.5,233.5,2.5,305.4,48.9,333.8
168.7,108.5,112.5,2.4,177.7,6.9,98,2.6,70.6,2,78.5,2,119,2,289.6,2.3,322,107.3,323.5
168.7,108.5,135,3.1,113.5,25.2,82.8,2.1,74.5,25.7,98.7,1.5,211.8,2.2,318.6,2.4,308.7,32.5,288.2
168.7,108.5,157.5,2.3,100.5,2.5,74.6,2.2,84.5,41.9,125.6,1.9,270.8,2.1,320.6,47.7,309.2,49.1,213.3
168.7,108.5,180,1.6,83.8,2.5,70.4,2.5,95.9,33.7,219.6,2.1,294.7,2.2,328.7,22,285.3,12.1,121.4
168.7,108.5,202.5,1.6,78,24.4,82.9,2,120.8,26.3,289.5,1.6,310.3,58.7,312.7,1.7,203.9,48.6,96.2
168.7,108.5,225,4.1,71.6,2,97.3,2.3,220.5,37.8,316.1,5,320.3,2.1,284.1,1.8,120.1,16.4,76.3
168.7,108.5,247.5,3.2,82.2,3,116.3,2,286.7,2.1,331.7,48.4,302,1.7,190.9,2.6,97.1,9,57.4
168.7,108.5,270,1.6,97.8,2.6,211.1,2.2,307.9,9.1,325.7,1.7,264.8,2.5,124.1,3.1,87.2,86.4,64.7
168.7,108.5,292.5,143.7,114.8,2.6,296.9,2.6,310,62.1,304.6,2,172,2.5,108.4,2.1,82.7,15.6,76.4
168.7,108.5,315,74.5,208.2,1.7,313.7,2.6,303.8,2.1,290.7,2.1,127.8,1.6,100.1,1.5,85.5,49.1,93.2
168.7,108.5,337.5,153.4,270,3,328.3,50.6,305.3,7.1,226.6,9.8,107.9,1.7,86.8,6.4,90.2,69.5,115.4
168.7,138.5,0,127.5,263.7,2.4,301.3,2,242.2,38.1,99.1,1.6,68.5,8.7,69.4,43.3,82.6,2,160.9
168.7,138.5,22.5,2.3,286.2,111.8,286.3,2.4,158.9,29.5,73.2,1.9,55.6,34.6,74.9,18.3,91.4,9.7,263.4
168.7,138.5,45,2.9,276.3,2.5,255.5,2.2,87.6,9.6,56.4,6.7,47.8,19.1,86,2.8,183.6,6.5,275.9
168.7,138.5,67.5,157.7,276.6,1.8,200.9,2.3,70,7,51,31.3,62.9,1.7,103,6.5,247.3,2.1,297.5
168.7,138.5,90,2.3,252.8,2.5,85.9,2.1,59,3,55.8,5,77.8,1.7,204.7,4.4,269.8,28,295.4
168.7,138.5,112.5,1.8,165.4,2.6,60.8,2.3,55.7,1.8,63.9,2.1,88.4,2.2,266.7,11,293.4,56.9,281.3
168.7,138.5,135,2.3,88.9,2.4,53.8,3,58.2,46.4,80.9,1.4,171.5,2.3,284,22.4,293.7,20,256.7
168.7,138.5,157.5,2.3,73.8,2.6,45.4,4.7,56,54.3,94,1.9,239.7,2.2,289,39,272.5,1.9,158.5
168.7,138.5,180,157.4,60.4,4.7,45.3,12.7,72.8,26,187.6,2,270.6,2.4,293.4,47.4,247.4,44.4,79
168.7,138.5,202.5,2.9,47.2,9.1,53.2,2.4,91,18,261.5,1.7,280.6,15.2,276.5,2.5,146,9.2,66.4
168.7,138.5,225,5.6,48.4,16.6,62.3,2.2,194.3,50,274.5,1.7,284.5,2.5,264.1,5.1,98.4,4.8,47.3
168.7,138.5,247.5,45,58.3,2.3,80.9,2.3,249.8,2.1,292.8,6.9,275.8,2,171.7,18.2,78.8,5.1,30.2
168.7,138.5,270,3,69.8,1.7,188.6,2.1,268.9,7,285.4,1.9,243.8,2.2,91.1,2.7,68.4,24.5,40.7
168.7,138.5,292.5,2.1,83.8,2.3,256.6,2.4,286.9,9.1,278.5,2.2,145.4,2.8,81.4,2,57.4,56.8,45.5
168.7,138.5,315,2.3,171.5,2.6,288.9,2.5,271.1,12.3,259.4,1.6,97.9,2.5,76.2,47.6,60.3,98.7,63.5
168.7,138.5,337.5,2.2,239.6,2.5,301,2.2,269.4,4.7,172.1,2.4,72.2,2.1,64,72.7,68.3,20.7,84.6
168.7,168.5,0,2.3,247.2,2.4,263.6,1.7,218.8,25.7,75.7,2,48.7,68.6,44.6,76.9,58.5,2.3,81.6
168.7,168.5,22.5,1.4,250.3,2.3,265.7,2.3,158.3,34,55.5,9.5,30.1,92.8,52.7,4.7,69.1,2,229.3
168.7,168.5,45,2.1,263.4,2.4,238.8,2.5,70.7,21.4,38.7,78,34,88.5,67.6,2,113.3,24,255.4
168.7,168.5,67.5,1.8,245,1.9,194.1,2.3,44.6,50.1,21.7,94.6,36.7,1.9,71.2,2.2,222,2.3,260.6
168.7,168.5,90,2.1,231.7,2.3,71.2,2.1,42.4,50.2,33.2,82.8,54.3,2.3,150,2.1,248,2.1,278.3
168.7,168.5,112.5,1.7,186.1,1.9,52.2,1.8,35.9,66.3,38.2,2.4,68.1,1.9,233.6,2,254.9,6.5,260.7
168.7,168.5,135,2.6,66.7,2.3,26.4,50.2,26.8,87.5,43.6,2.1,107.5,2,259.5,2,262.8,4.7,231.7
168.7,168.5,157.5,2.2,48.6,1.9,16.9,104.2,39.4,37.9,66.3,1.7,209.1,2.4,269.1,2.5,245.7,2,173.4
168.7,168.5,180,165.4,39.3,81.9,21.2,88.8,57,25.7,124.6,2,240.8,2.4,265.9,2.4,229,2,54.7
168.7,168.5,202.5,5.8,33.8,95.4,29.7,2.4,69.2,37.8,229.6,1.8,250.5,2,250.1,2.1,178.5,28.2,36
168.7,168.5,225,49.5,25.3,119.6,38.9,2.1,116.7,42.1,252.2,2.1,251.9,1.5,235.1,2.8,76.9,1.9,33.5
168.7,168.5,247.5,82.8,41.9,127.5,63.5,1.6,220.2,1.8,259.8,1.9,256.6,2.3,175.7,2.1,51.8,9,8.7
168.7,168.5,270,82.8,51.9,2.1,105.5,2.3,244.6,29.9,255.5,1.9,224.2,2,79.5,2.3,44.9,102.7,15.4
168.7,168.5,292.5,143.4,65.6,2,223.1,2.4,249.3,29.6,263.2,2,166.5,1.6,57.3,6.2,38.6,102.4,25.4
168.7,168.5,315,2.7,111.2,1.6,248.2,2.3,259.3,25.9,240.4,2,76.6,2.8,53,93.8,42.9,111,32.4
168.7,168.5,337.5,2.2,221.7,2.1,262.8,2.2,239,16.4,182.1,2,53.1,2.3,42.4,89.6,46.6,1.9,56.4
168.7,198.5,0,2,227.9,2.8,253.8,1.8,207.2,50.1,104.7,1.7,51.1,124.2,58.6,134.5,71.5,2.3,88.9
168.7,198.5,22.5,91.3,242.6,2.3,238.3,2.5,155.3,33.6,73.7,115.9,37.9,143.4,58.1,113.8,81.3,2.4,222
168.7,198.5,45,1.8,234.4,53.5,230.6,2.2,83.8,54.3,43.9,135.6,41.3,143.4,66,2.2,93.6,2,227.5
168.7,198.5,67.5,1.7,232.2,2.1,188,2.5,55.8,74.4,28.7,156,43.5,124.9,79.5,2.3,201.1,2.3,244.5
168.7,198.5,90,111.7,213.8,2.2,76.4,2.5,33,115.8,36.1,151.8,55.3,2.2,111,2.4,222.1,1.6,247.5
168.7,198.5,112.5,13,171.9,103.4,53.9,88,32.9,135.7,43.9,127.6,66.1,1.8,211.2,2.2,235.5,2.9,244.4
168.7,198.5,135,69.3,74.1,2.4,28.1,132.6,30.5,127.6,44.5,1.9,91.2,2.1,230.1,2.6,249,2.4,221.1
168.7,198.5,157.5,10,52.9,99.7,13.4,144.4,35.4,112.4,63.5,2,185.2,2.3,245.5,3.3,240.1,2.3,173.7
168.7,198.5,180,2.1,33.8,124,19.3,148.1,53,2,88.2,1.9,211.8,1.5,238.4,2.4,215.5,2,64.4
168.7,198.5,202.5,83.1,19.5,143.4,18.3,136.5,58.8,33.9,207.8,1.7,230.5,2.3,237.1,2.6,175.2,1.9,33.6
168.7,198.5,225,123.5,23.2,151.5,33.1,2.2,86,33.7,236.1,1.6,241.4,1.6,215.8,2.4,80.5,9.2,12.6
168.7,198.5,247.5,139.6,37.3,2.3,52.2,2.3,202.8,2.3,239.1,1.8,238.4,2.3,171.9,2.5,56.2,77.2,14.2
168.7,198.5,270,139.3,52.5,2.2,82.3,2,221.2,2.2,239.6,1.9,209.5,2.2,79.3,2.2,44.5,147,9.7
168.7,198.5,292.5,139.7,57.7,4.9,193.3,2.2,228.5,1.9,244.4,1.8,165.8,3.6,65.2,89.2,35.1,143.5,21.4
168.7,198.5,315,3,78.3,2.1,225.3,2.2,231,2,219.5,1.8,78.7,2.2,48.6,113.6,31.3,135,38
168.7,198.5,337.5,2,195.4,2.6,235.1,2.1,228,2.1,189.5,8.9,56.9,72.2,40.3,138.4,39.9,139.1,45.7
168.7,228.5,0,1.8,224.9,2.7,249,1.8,200.4,49.1,94.8,14.5,48.3,154.2,54.3,170.9,71.4,22.4,87.1
168.7,228.5,22.5,81.9,239.7,3.3,236,2.3,152.3,32.1,67.1,135.6,35.1,189,58.1,140.5,71.9,2.4,201.4
168.7,228.5,45,1.9,234.1,48.4,228.8,2.4,81.7,59.8,40.1,169.7,35.2,181.7,59.6,20.4,86.9,1.8,205.1
168.7,228.5,67.5,1.7,209.5,3.5,194,2.4,56.1,93,24.2,196,42.5,149.3,72.2,2.1,181.6,2.2,220.4
168.7,228.5,90,100.1,192,2.1,69.5,13.2,32.1,145.6,30.7,187.4,53.3,20.8,114.9,2.4,219.6,1.6,246.7
168.7,228.5,112.5,12,169.8,105.6,53.4,108.3,28.8,174.4,38.3,150,61.3,2.4,191.4,2,235.8,4.9,238.6
168.7,228.5,135,62.6,79.7,17.4,28.2,162.5,29,162.2,43,21.9,91,2.1,230.7,2.4,245.5,2.2,218.5
168.7,228.5,157.5,21.7,46.2,121.3,11.5,189.5,36.9,136.1,55.7,1.8,185.6,2.3,243.1,2.5,224.7,6,156.6
168.7,228.5,180,3.5,31.5,155.5,15.2,182.7,46.7,18.1,80.8,1.7,190,1.4,238.9,2.2,214.1,2,63.3
168.7,228.5,202.5,101.6,20,181,16.1,157.1,56.9,32.5,205.5,1.7,227.9,2.5,214.2,3.8,157.4,6,32.7
168.7,228.5,225,154,20.2,184.5,34.6,21,86.6,34,233.1,1.5,238.5,1.8,213.9,2.3,77.6,23.3,12.6
168.7,228.5,247.5,181.7,32.9,36.7,49.6,2,182.3,2.2,214.7,1.5,213.6,2.8,154.8,2.3,54.2,97,14.1
168.7,228.5,270,178.9,46.9,20.4,73.4,1.7,198.8,2,239.7,1.8,208.2,2.2,82.5,14.2,41.1,178.1,8.6
168.7,228.5,292.5,158.8,60.2,4.6,194.7,2.2,228,1.9,239.8,1.7,163.7,4.8,64.4,106.8,32.2,182.2,16.9
168.7,228.5,315,18.5,82.8,2.8,223.9,2.3,230.2,2.2,220.5,1.7,74,14.1,45.6,150.4,31.3,171.9,30.9
168.7,228.5,337.5,2,194.2,2.6,227,2,235.3,2.7,188.3,8,51.1,92.2,36.9,176.5,42.2,162.3,42.2
198.7,18.5,0,78.1,324.9,376.5,418.7,436.7,351.5,167.6,174.8,1.8,155.3,0.3,120.2,1.8,215.2,2.114285714,215.8
